# settings: ObjectDict([('device', 'cpu'), ('num_threads', 4), ('lr', 0.1), ('batch_size', 64), ('n_lstm', 8), ('n_updates', 10000000.0), ('results_dir', 'results'), ('print_stats_at', 100.0), ('plot_at', 1000.0), ('validate_at', 500.0), ('n_samples', 100000.0), ('rnd_seed', 42)])
[train] u: 0000100; loss: 0.0329351; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33132721 0.3897695  ... 0.55573593 0.89907383 0.90054531]; bacc: 0.5000; average_auc:0.4588
[train] u: 0029400; loss: 0.1310096; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38839368 ... 0.55577922 0.90106466 0.9026227 ]; bacc: 0.5000; average_auc:0.4588
[train] u: 0029500; loss: 0.1315551; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38845722 ... 0.5558658  0.90089154 0.90227646]; bacc: 0.5000; average_auc:0.4588
[validation] u: 0029500; loss: 0.1390092; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87347363 0.75370226 0.48039216 ... 0.29942842 0.29929852 0.47678448]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0029600; loss: 0.1248500; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38832875 ... 0.55571429 0.90115122 0.90270925]; bacc: 0.5001; average_auc:0.4592
[train] u: 0029700; loss: 0.1136011; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38841302 ... 0.55577922 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4591
[train] u: 0029800; loss: 0.1224506; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38828179 ... 0.55601732 0.90141089 0.90279581]; bacc: 0.5000; average_auc:0.4589
[train] u: 0029900; loss: 0.1214658; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38844755 ... 0.55556277 0.90089154 0.90218991]; bacc: 0.5000; average_auc:0.4589
[train] u: 0030000; loss: 0.1201529; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33001386 0.38841025 ... 0.55590909 0.90106466 0.90253614]; bacc: 0.5000; average_auc:0.4590
[validation] u: 0030000; loss: 0.1248576; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87347363 0.75370226 0.48042284 ... 0.29955833 0.29942842 0.4768711 ]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0030100; loss: 0.1198233; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33001386 0.38842545 ... 0.55597403 0.90106466 0.90236302]; bacc: 0.5000; average_auc:0.4589
[train] u: 0030200; loss: 0.1194983; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.32999942 0.38838953 ... 0.55580087 0.90089154 0.90253614]; bacc: 0.5000; average_auc:0.4589
[train] u: 0030300; loss: 0.1163150; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.32999942 0.3883992  ... 0.55601732 0.90106466 0.90253614]; bacc: 0.5000; average_auc:0.4590
[train] u: 0030400; loss: 0.1246117; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.32999942 0.38845584 ... 0.55554113 0.90089154 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0030500; loss: 0.1209248; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.32999942 0.38834257 ... 0.55582251 0.90115122 0.90270925]; bacc: 0.4999; average_auc:0.4588
[validation] u: 0030500; loss: 0.1267324; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87334373 0.75370226 0.48020805 ... 0.29981813 0.29981813 0.47695773]; bacc: 0.4999; validation_auc:0.4520
[train] u: 0030600; loss: 0.1204724; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.32999942 0.38843097 ... 0.55575758 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0030700; loss: 0.1231703; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33002829 0.38836881 ... 0.55564935 0.90115122 0.90253614]; bacc: 0.5000; average_auc:0.4589
[train] u: 0030800; loss: 0.1179944; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33005715 0.38841025 ... 0.55577922 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0030900; loss: 0.1166786; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66318422 0.33004272 0.38842545 ... 0.55584416 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0031000; loss: 0.1126866; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6632167  0.33011488 0.38834119 ... 0.55599567 0.90115122 0.90270925]; bacc: 0.5000; average_auc:0.4589
[validation] u: 0031000; loss: 0.1162579; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87334373 0.75357236 0.48016202 ... 0.29981813 0.29981813 0.47678448]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0031100; loss: 0.1185680; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6632167  0.33007159 0.38823759 ... 0.55616883 0.90141089 0.90279581]; bacc: 0.5000; average_auc:0.4589
[train] u: 0031200; loss: 0.1208414; baccs: [0.4999134 0.5       0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.66340074 0.32995613 0.3881105  ... 0.55625541 0.901584   0.90305548]; bacc: 0.5000; average_auc:0.4590
[train] u: 0031300; loss: 0.1243753; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66320587 0.33011488 0.38844479 ... 0.55573593 0.9009781  0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0031400; loss: 0.1173037; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33011488 0.38838953 ... 0.55593074 0.90115122 0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0031500; loss: 0.1195115; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33020148 0.3884144  ... 0.55577922 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4588
[validation] u: 0031500; loss: 0.1273909; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87282411 0.75370226 0.4804075  ... 0.29929852 0.29942842 0.47678448]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0031600; loss: 0.1274849; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33018705 0.38840611 ... 0.55575758 0.9009781  0.90227646]; bacc: 0.5000; average_auc:0.4590
[train] u: 0031700; loss: 0.1271129; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33021591 0.3884365  ... 0.55571429 0.90115122 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0031800; loss: 0.1200109; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66309761 0.33023034 0.38841163 ... 0.55580087 0.90115122 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0031900; loss: 0.1225185; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66304348 0.33023034 0.38836329 ... 0.55638528 0.90149745 0.90270925]; bacc: 0.5000; average_auc:0.4589
[train] u: 0032000; loss: 0.1247801; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66311926 0.33018705 0.38838401 ... 0.5561039  0.90132433 0.90227646]; bacc: 0.5000; average_auc:0.4589
[validation] u: 0032000; loss: 0.1309019; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87269421 0.75344245 0.48026942 ... 0.29981813 0.29994804 0.47678448]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0032100; loss: 0.1230700; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66317339 0.33011488 0.38842821 ... 0.55571429 0.90115122 0.90253614]; bacc: 0.5000; average_auc:0.4588
[train] u: 0032200; loss: 0.1324195; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66314091 0.33011488 0.38842821 ... 0.55606061 0.901584   0.90279581]; bacc: 0.5000; average_auc:0.4588
[train] u: 0032300; loss: 0.1231340; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66306513 0.33020148 0.38842821 ... 0.55580087 0.9009781  0.90270925]; bacc: 0.5000; average_auc:0.4588
[train] u: 0032400; loss: 0.1300138; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6630543  0.33018705 0.38842683 ... 0.55580087 0.9009781  0.90270925]; bacc: 0.5000; average_auc:0.4589
[train] u: 0032500; loss: 0.1182039; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66310844 0.33018705 0.38842683 ... 0.55580087 0.90106466 0.90270925]; bacc: 0.5000; average_auc:0.4589
[validation] u: 0032500; loss: 0.1259440; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87269421 0.75357236 0.48039216 ... 0.29942842 0.29942842 0.4768711 ]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0032600; loss: 0.1364340; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66310844 0.33020148 0.38842545 ... 0.55580087 0.90106466 0.90288237]; bacc: 0.5000; average_auc:0.4589
[train] u: 0032700; loss: 0.1241707; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66306513 0.33023034 0.38842269 ... 0.55580087 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0032800; loss: 0.1288016; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66306513 0.33020148 0.38842269 ... 0.55580087 0.90106466 0.90270925]; bacc: 0.5000; average_auc:0.4587
[train] u: 0032900; loss: 0.1288373; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66306513 0.33017261 0.38841854 ... 0.55580087 0.90106466 0.90253614]; bacc: 0.5000; average_auc:0.4588
[train] u: 0033000; loss: 0.1324656; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66318422 0.33018705 0.38841854 ... 0.55580087 0.90106466 0.90270925]; bacc: 0.5000; average_auc:0.4588
[validation] u: 0033000; loss: 0.1390485; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87282411 0.75305274 0.48039216 ... 0.29942842 0.29942842 0.47695773]; bacc: 0.5000; validation_auc:0.4519
[train] u: 0033100; loss: 0.1295061; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66306513 0.33018705 0.3884213  ... 0.55580087 0.90106466 0.90270925]; bacc: 0.5001; average_auc:0.4589
[train] u: 0033200; loss: 0.1256089; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66306513 0.33020148 0.38841854 ... 0.55580087 0.90106466 0.90270925]; bacc: 0.5000; average_auc:0.4589
[train] u: 0033300; loss: 0.1271958; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66306513 0.33023034 0.38841992 ... 0.55580087 0.90106466 0.90253614]; bacc: 0.5000; average_auc:0.4588
[train] u: 0033400; loss: 0.1215479; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66313009 0.33015818 0.3884144  ... 0.55577922 0.90106466 0.90270925]; bacc: 0.5000; average_auc:0.4589
[train] u: 0033500; loss: 0.1274850; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66310844 0.33018705 0.3884144  ... 0.55577922 0.90106466 0.90270925]; bacc: 0.5000; average_auc:0.4588
[validation] u: 0033500; loss: 0.1309068; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87269421 0.75370226 0.48039216 ... 0.29942842 0.29942842 0.47695773]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0033600; loss: 0.1297902; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66311926 0.33018705 0.3884144  ... 0.55577922 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0033700; loss: 0.1300546; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66297852 0.33015818 0.38841992 ... 0.55577922 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0033800; loss: 0.1258238; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66311926 0.33020148 0.3884213  ... 0.55580087 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0033900; loss: 0.1170763; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33015818 0.38841854 ... 0.55577922 0.90106466 0.90270925]; bacc: 0.5000; average_auc:0.4588
[train] u: 0034000; loss: 0.1248418; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66310844 0.33028807 0.38841578 ... 0.55582251 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4588
[validation] u: 0034000; loss: 0.1304434; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87282411 0.75344245 0.48037681 ... 0.29955833 0.29942842 0.47695773]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0034100; loss: 0.1189013; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6630543  0.33020148 0.38840887 ... 0.55560606 0.90106466 0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0034200; loss: 0.1278146; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66309761 0.33020148 0.3883992  ... 0.55571429 0.9009781  0.90227646]; bacc: 0.5000; average_auc:0.4588
[train] u: 0034300; loss: 0.1262337; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33014375 0.38838815 ... 0.55580087 0.9009781  0.90244958]; bacc: 0.5000; average_auc:0.4589
[train] u: 0034400; loss: 0.1285093; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66316257 0.33028807 0.38837158 ... 0.55575758 0.9009781  0.90227646]; bacc: 0.5000; average_auc:0.4589
[train] u: 0034500; loss: 0.1269959; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66313009 0.33002829 0.38833911 ... 0.55564935 0.9009781  0.90227646]; bacc: 0.5000; average_auc:0.4589
[validation] u: 0034500; loss: 0.1341276; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87308392 0.75331255 0.48023873 ... 0.29942842 0.29942842 0.47695773]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0034600; loss: 0.1257374; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66297852 0.32999942 0.38830389 ... 0.55571429 0.90089154 0.90201679]; bacc: 0.5000; average_auc:0.4589
[train] u: 0034700; loss: 0.1153085; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66248051 0.32979737 0.38806768 ... 0.55547619 0.90063187 0.90167056]; bacc: 0.5000; average_auc:0.4589
[train] u: 0034800; loss: 0.1151416; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66184176 0.3292778  0.38744331 ... 0.55463203 0.89924695 0.89742924]; bacc: 0.5000; average_auc:0.4592
[train] u: 0034900; loss: 0.1009853; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6619825  0.32867163 0.38712975 ... 0.55415584 0.90002597 0.89768891]; bacc: 0.5000; average_auc:0.4592
[train] u: 0035000; loss: 0.0995385; baccs: [0.5       0.5       0.5       ... 0.4999567 0.5       0.5      ]; train_aucs:[0.66201498 0.32932109 0.38697366 ... 0.55534632 0.90011252 0.8987276 ]; bacc: 0.5000; average_auc:0.4593
[validation] u: 0035000; loss: 0.1044611; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87269421 0.75448168 0.47871981 ... 0.29747986 0.29773967 0.47782398]; bacc: 0.5000; validation_auc:0.4524
[train] u: 0035100; loss: 0.0947958; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6612788  0.32862833 0.38632581 ... 0.55309524 0.89699645 0.89725612]; bacc: 0.5000; average_auc:0.4593
[train] u: 0035200; loss: 0.0948499; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66085657 0.32924893 0.38679961 ... 0.55006494 0.89543841 0.89578464]; bacc: 0.5000; average_auc:0.4590
[train] u: 0035300; loss: 0.0900797; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65980643 0.33053343 0.38644736 ... 0.55335498 0.89535186 0.89673678]; bacc: 0.5000; average_auc:0.4591
[train] u: 0035400; loss: 0.1008040; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66105145 0.32898915 0.38693912 ... 0.55365801 0.89950662 0.90089154]; bacc: 0.5000; average_auc:0.4594
[train] u: 0035500; loss: 0.1029656; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66145202 0.32924893 0.38710765 ... 0.55378788 0.89890072 0.89569809]; bacc: 0.5000; average_auc:0.4593
[validation] u: 0035500; loss: 0.1105174; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87152507 0.75240322 0.47799871 ... 0.29696025 0.29631073 0.47851698]; bacc: 0.5000; validation_auc:0.4524
[train] u: 0035600; loss: 0.0978199; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65217391 0.32848401 0.38845031 ... 0.54935065 0.8924089  0.8924089 ]; bacc: 0.5000; average_auc:0.4593
[train] u: 0035700; loss: 0.1411852; baccs: [0.49974018 0.5        0.49973893 ... 0.49974027 0.5        0.49974033]; train_aucs:[0.6574463  0.32802217 0.38963274 ... 0.56097403 0.89336103 0.90011252]; bacc: 0.4998; average_auc:0.4607
[train] u: 0035800; loss: 0.1011683; baccs: [0.5        0.5        0.4999565  ... 0.5        0.49995673 0.5       ]; train_aucs:[0.66987485 0.32878709 0.38583543 ... 0.55365801 0.91075911 0.89846793]; bacc: 0.5000; average_auc:0.4598
[train] u: 0035900; loss: 0.1186056; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65864802 0.32761806 0.38625812 ... 0.55333333 0.90141089 0.88756167]; bacc: 0.5001; average_auc:0.4595
[train] u: 0036000; loss: 0.2279233; baccs: [0.4999567 0.5       0.4999565 ... 0.5       0.5       0.5      ]; train_aucs:[0.64483371 0.32673767 0.39225039 ... 0.55359307 0.91361551 0.88531117]; bacc: 0.5000; average_auc:0.4619
[validation] u: 0036000; loss: 0.2286758; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87230449 0.6341907  0.46980576 ... 0.26591322 0.17238244 0.51143451]; bacc: 0.5000; validation_auc:0.4530
[train] u: 0036100; loss: 0.1640455; baccs: [0.5       0.4999567 0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.66322752 0.33012932 0.38797099 ... 0.55519481 0.90054531 0.90149745]; bacc: 0.5000; average_auc:0.4589
[train] u: 0036200; loss: 0.1373627; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66182011 0.32962418 0.38709245 ... 0.55465368 0.90002597 0.89881416]; bacc: 0.5001; average_auc:0.4594
[train] u: 0036300; loss: 0.1049387; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66137623 0.32911904 0.38696399 ... 0.55458874 0.90054531 0.89716957]; bacc: 0.5000; average_auc:0.4594
[train] u: 0036400; loss: 0.1043871; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66080244 0.32929223 0.38693498 ... 0.55458874 0.9003722  0.89656366]; bacc: 0.5000; average_auc:0.4595
[train] u: 0036500; loss: 0.0981601; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66104062 0.32878709 0.38690459 ... 0.55458874 0.90002597 0.89656366]; bacc: 0.5000; average_auc:0.4594
[validation] u: 0036500; loss: 0.1028172; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87074565 0.7550013  0.477922   ... 0.29722006 0.29773967 0.47877685]; bacc: 0.5000; validation_auc:0.4524
[train] u: 0036600; loss: 0.0964807; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66049931 0.32932109 0.38686315 ... 0.55454545 0.89967974 0.89803514]; bacc: 0.5000; average_auc:0.4597
[train] u: 0036700; loss: 0.0872810; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6613221  0.32922007 0.38688387 ... 0.55465368 0.89959318 0.89630399]; bacc: 0.5000; average_auc:0.4594
[train] u: 0036800; loss: 0.0942397; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66105145 0.32988396 0.38688663 ... 0.55461039 0.89881416 0.89621743]; bacc: 0.5000; average_auc:0.4593
[train] u: 0036900; loss: 0.0646586; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66035857 0.33036024 0.38700543 ... 0.55480519 0.89855449 0.89405349]; bacc: 0.5000; average_auc:0.4592
[train] u: 0037000; loss: 0.0518036; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66009874 0.33025921 0.38700266 ... 0.55482684 0.89855449 0.89249546]; bacc: 0.5000; average_auc:0.4594
[validation] u: 0037000; loss: 0.0546884; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87139517 0.75474149 0.47486882 ... 0.29449208 0.29449208 0.47401247]; bacc: 0.5000; validation_auc:0.4523
[train] u: 0037100; loss: 0.0634385; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65999047 0.33147154 0.38702615 ... 0.55484848 0.89864105 0.8924089 ]; bacc: 0.5000; average_auc:0.4591
[train] u: 0037200; loss: 0.0634952; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65990386 0.33072105 0.38700957 ... 0.5547619  0.89760235 0.89232234]; bacc: 0.5000; average_auc:0.4593
[train] u: 0037300; loss: 0.0663874; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65995799 0.33118289 0.38701786 ... 0.55536797 0.89716957 0.89258201]; bacc: 0.5000; average_auc:0.4592
[train] u: 0037400; loss: 0.0665801; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65967651 0.33183235 0.38697918 ... 0.555      0.89794858 0.8924089 ]; bacc: 0.5000; average_auc:0.4592
[train] u: 0037500; loss: 0.0796890; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66027196 0.33126948 0.38701095 ... 0.55525974 0.89820826 0.89223578]; bacc: 0.5000; average_auc:0.4589
[validation] u: 0037500; loss: 0.0844110; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.8691868  0.75461159 0.47422443 ... 0.29436217 0.29423227 0.47487872]; bacc: 0.5000; validation_auc:0.4522
[train] u: 0037600; loss: 0.0812444; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6595466  0.33135608 0.38686384 ... 0.55510823 0.8981217  0.89206267]; bacc: 0.5000; average_auc:0.4591
[train] u: 0037700; loss: 0.0790152; baccs: [0.5       0.5       0.5       ... 0.4999567 0.5       0.5      ]; train_aucs:[0.65923263 0.33126948 0.38674712 ... 0.53209957 0.81433394 0.89180299]; bacc: 0.5000; average_auc:0.4592
[train] u: 0037800; loss: 0.0934710; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65937338 0.33036024 0.38671949 ... 0.56469697 0.93534147 0.89180299]; bacc: 0.5000; average_auc:0.4591
[train] u: 0037900; loss: 0.1970679; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66174433 0.32595832 0.3964331  ... 0.54292208 0.89552497 0.89266857]; bacc: 0.5000; average_auc:0.4609
[train] u: 0038000; loss: 0.1226202; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66419106 0.32858504 0.38657997 ... 0.55608225 0.89500563 0.89630399]; bacc: 0.5001; average_auc:0.4610
[validation] u: 0038000; loss: 0.1270419; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87373344 0.75694986 0.4754365  ... 0.29449208 0.29475188 0.47946985]; bacc: 0.5001; validation_auc:0.4538
[train] u: 0038100; loss: 0.0966569; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66356314 0.32771909 0.38556607 ... 0.55575758 0.89145676 0.90617156]; bacc: 0.5000; average_auc:0.4613
[train] u: 0038200; loss: 0.0959257; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66307596 0.32760363 0.38344709 ... 0.555      0.88799446 0.90495975]; bacc: 0.5000; average_auc:0.4610
[train] u: 0038300; loss: 0.0940740; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6628053  0.33072105 0.38638382 ... 0.55474026 0.89318792 0.90470008]; bacc: 0.5000; average_auc:0.4608
[train] u: 0038400; loss: 0.0930208; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66245886 0.32975407 0.38672363 ... 0.55551948 0.89327447 0.90400762]; bacc: 0.5000; average_auc:0.4604
[train] u: 0038500; loss: 0.0898042; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66202581 0.33199111 0.38665249 ... 0.5554329  0.89405349 0.90149745]; bacc: 0.5000; average_auc:0.4603
[validation] u: 0038500; loss: 0.0971866; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87230449 0.75552091 0.47597349 ... 0.29475188 0.29410236 0.48527374]; bacc: 0.5000; validation_auc:0.4530
[train] u: 0038600; loss: 0.0884774; baccs: [0.5       0.5       0.5       ... 0.4999567 0.5       0.5      ]; train_aucs:[0.66157111 0.3304324  0.38700266 ... 0.5554329  0.89630399 0.8958712 ]; bacc: 0.5000; average_auc:0.4602
[train] u: 0038700; loss: 0.0855584; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66122467 0.33245295 0.38649019 ... 0.55558442 0.89327447 0.89431317]; bacc: 0.5000; average_auc:0.4603
